id,item,response,source,prediction,modelname
654a44f0addb5f41f1705b75,pen-paper-story,"when i want to write, i prefer to put pen to paper. i don't think anything can replace that. i know there are tablets, but there's just something about the tactile feeling i get from writing on paper. fortunately, there are now more innovative and sustainable ways to write on paper. this has separated my from a lot of my colleagues over the years and i think my performance has aligned with the many scientific studies that support writing on paper.",human,0.807558536529541,DSI
60ac66a8e1bf5a1c51fa864c,pen-paper-story,"i'm a well-known writer; my passion is writing. my specialty is horror stories. once i pick up my pen, i fill the page with every idea that comes to mind. i'm in an abandoned house to get some atmosphere and inspiration for my next book.",human,0.8119966983795166,DSI
63d7abeeb49ad49fa7545e44,pen-paper-story,"johnny had an idea but he was very forgetful. he needed to write down the idea before he forgot it. he looked high and low for a pen, making a huge mess in the process. eventually, he found one - but then forgot where had hid the paper to write it on. he forgot the idea.",human,0.7966071367263794,DSI
631745a70c7c585248df1a5d,pen-paper-story,"i am an adult who doesn't know how to read or write. one day i was given a magic pen, that i was told could help me out. without knowing what i was doing it was flying over the paper and i had written the most lovely poem i've ever heard.",human,0.8075369000434875,DSI
5e32c95c87b8ef28e5aff6ea,pen-paper-story,a young girl was walking through the forest. she looked down and noticed a pen and paper on the ground. she suddenly felt the urge to write a note. so she simply wrote 'have a good day whoever sees this'. she put it back on the ground and went on her way.,human,0.7917690277099609,DSI
674bea1eb044fbe75795fef1,pen-paper-story,"the writer took actual pen and paper in hand and attempted to write another chapter, however he had writer's block. he thought that maybe having a physical pen would help him instead of sitting at the computer, but no dice. he gave up and went out to a local bar to get dinner, hoping the lively scene would provide some inspiration.",human,0.8122600317001343,DSI
5dd86f98e9a0ba81a7f5e099,pen-paper-story,there was a pen who didnt know its purpose in life it traveled far and wide and never foound it purpose it was ready to give up and there was a stranger in town its name was paper paper saw pen sad gave pen a hug during the hug pen left a mark on paper paper smiled and said hey you canw rite on me! ive been looking everywhere for you and pen lived happily writing on paper,human,0.821089506149292,DSI
5d45521afdaaad00010ec185,pen-paper-story,i took the pen up in my hand and started to write. it was a difficult letter to write but using some of my grandma's thick basildon bond made it feel as if she was there to help. i advised my husband that after having received the text he had intended for his mistress,human,0.8071988224983215,DSI
659c0682d109f8537a89fdd3,pen-paper-story,"pen was very happy today. he didn't get used by the boy! every time pen is used by the little boy to write, he can feel his blood leak out onto paper into transcriptions he can't understand. paper, on the other hand, is being contorted into an airplane. he will fly throught the air",human,0.8243050575256348,DSI
6658d02b830a00e979619fb8,pen-paper-story,"a day like this, a man was coming from a meeting with the obligation to take down note using pen paper to write. he did wonderfully well buying doing the task giving . he was awrded the best man of the meeting",human,0.8154052495956421,DSI
5e729511e05cd902cc7699a4,pen-paper-story,"one morning, a boy was in school and had a maths exam. however, he realised he had forgotten his pen and so was unable to write on the piece of paper that was handed to him by his teacher. he was very embarrased and was nervous to ask for a pen. eventually, he mustered the courage, and his teacher provided him with one of his spare pens for the exam. he was able to finish his exam on time and felt really proud of himself for asking for help.",human,0.7859947681427002,DSI
5a8b1ee2000dab00018cc7cd,pen-paper-story,"charlie arrived late for the exam in his history class. he frantically sat down and grabbed his backpack. as he searched his backpack for a paper and pen, he couldn't find either. just then, his teacher stopped at his desk and gave him paper and a pencil to write with. he was as ready as he ever would be to take the exam.",human,0.7873091697692871,DSI
665ee0800a4d97ea0026ff34,pen-paper-story,"a young lady was sitting in her garden office trying to start a short story that she had been meaning to do for a few weeks. she opened her desk and pulled out a pen and paper and began to write. at first the ideas did not come easily, but as she continued to write the thoughts stared flowing and soon she was engrossed in the task.",human,0.7980549931526184,DSI
55bb9ae7fdf99b26d27fda01,pen-paper-story,the author knew he needed to get to work on his next story. he grabbed a pen and some paper and sat down at the table with some coffee and a snack. he wanted to get the story down while it was still in his head. he began to write and before long he had everything out. he was glad he didn't get lost on what to say this time.,human,0.787377119064331,DSI
5fd63cb585f88c4eb1933661,pen-paper-story,"i really have to write out this paper that needs to be finished by friday for a school assignment, but i do not have a good pen to write with.i do not want to get up and have to drive all the way to the store to get it but i need to have this paper done by friday and i have no choice but to go buy some paper.",human,0.7847272157669067,DSI
5b421b9ac2e3810001763252,pen-paper-story,there was a fountain pen and some fancy paper on the desk. anne wanted to write a letter to her mother who was living abroad but it did not always feel plausible to do. she has something important to tell her mother and could only write her thoughts. she knew she would not have to face her.,human,0.7936474680900574,DSI
69203091564a7d1a74700ed4,pen-paper-story,"the boy looked down at the golden pen. his hand trembled. pulling out a fresh sheet of paper and placing it on the desk, he picked up the pen which seemed warm to the touch. he began to write.",human,0.7883241176605225,DSI
60cf0d251a90eb823bc9b740,pen-paper-story,"i was handed a black ballpoint pen by the administrator. they walked away briefly, before returning with a piece of paper for me. this was it, do or die time. i had spent the last week studying as much as possible, in anticipation for this moment. one hour, that's all the time i have. time for me to write this story and get an a!",human,0.8074662685394287,DSI
6941e60f2c7507f1915682c3,pen-paper-story,when i was in school i always needed something to write with because i always forgot to bring a pencil with me. one day my teacher handed me a piece of paper and told me to write my name on it but i said i didn't have a pencil. so my teacher lended me a pencil to write my name on it. when i was finished writing my name my teacher told me to begin the test.,human,0.7669336795806885,DSI
5f39a2fd2d394917284dd66f,pen-paper-story,"i was writing a very romantic story about my life, when i realised the paper i was writing on was smudging...what a shame i didn't use a simple pen instead of a fountain pen! i'm sure it can still be possible to read each words, but it looks a bit of a mess - a bit like my personal life! what a coincidence lol!! never mind - my publisher will be more than happy with it, anyway.",human,0.8179897665977478,DSI
69138ed04690ca3fa74ef563,pen-paper-story,"once upon a time, there was a boy who was force to write a paragraph using three words during it. he took his pen and paper and got to work. first he brainstormed on how he would use the words short, taco, and lettuce in his story.",human,0.8087101578712463,DSI
676556ccb7aac9ede13d73c9,pen-paper-story,"i decided to travel on my spaceship to the shops. my spaceship is made from paper. i bought a pen at the shops. when i got home, i decided to write a novel.",human,0.7619514465332031,DSI
5929c96027ea400001301061,pen-paper-story,"the man picked up his pen and began to draw on the paper. the first attempt was poor so he screwed it up and discarded it.  ""just write a large o"" he thought and this time he formed a perfect circle. ""too small"" he said and tore it up.",human,0.792245626449585,DSI
5e5a96f5a2f2c528edf70f6e,pen-paper-story,"i sat at my desk in front of a piece of paper, with my pen in my hand i was ready to write. i thought long and hard about what i would write about but nothing was coming to me. like usual, i had been hit with a hard case of writers block.",human,0.7926582098007202,DSI
5eca536f9aa4f658d641a7d9,pen-paper-story,"i tried to write with the pen on a piece of paper but i was too shocked to do so.  the aftermath of the problem caused me a lot of turmoil.  the letter i wanted to give to my brother about the accident would not produce itself and so i decided to grab a drink.  i heard something move and i saw the pen roll off the table from the paper which i started to write on, onto the floor.",human,0.7889033555984497,DSI
66db9db4324609f1a7231f49,pen-paper-story,the woman needed to write her life story. she sat down at the table with a pen and paper. she bagan writing and didnt stop for hours.,human,0.7919982671737671,DSI
6551469abe377d3646c6cd6e,pen-paper-story,"i had a special pen that  i cherished because it was given to me by my parents. i decided to write on a piece of paper, all my chores for the day. this ensured i completed them whilst keeping track. it is a beneficial thing to do",human,0.7850826382637024,DSI
5591cd21fdf99b63126f6c60,pen-paper-story,"an aspiring author is looking to get started on their journey of writing creative stories. to get started, they go to a store to buy writing tools, such as pens and sheets of paper. once they have this, they return home and look to their favorite authors for inspiration. after many hours of deliberating on the world they want to create, they begin writing their first chapter.",human,0.7935015559196472,DSI
65e64c08cd1bf3d6ab957af7,pen-paper-story,i was in a hurry but needed to write a note to my boss. i grabbed the first pen and piece of paper i could find. i scratched down some thoughts about the presentation. i included my home cell number. i called a taxi and left the building.,human,0.7748026251792908,DSI
5efa33c4e9f4160ffd817db9,pen-paper-story,"the author sat at her desk, and began to put pen to paper. she loved to write, but today her mind drew a blank. she needed inspiration, she knew this would get her juices flowing....but where would this inspiration come from. she put the pen down, closed her eyes and sank back into her chair",human,0.8082235455513,DSI
663f7196a07afa04b277db38,pen-paper-story,i looked at the pen next to the paper.  i knew i had to write down what i had just witnessed before the memory evaporated from my mind.  slowly i visualised the scene until it became clear.  the first sentence came out slowly but before i knew it the story started flowing out and i had captured everything perfectly.  i looked at what i had written with satisfaction.,human,0.7898308038711548,DSI
66cb2e0bd2169db778550269,pen-paper-story,"once upon a time, a boy was in a school classroom. as a part of his assignment, he needed to write a short story. the boy sat there, looking confused. he struggled to find the willpower to put pen to paper to start the story. he desperately needed help...",human,0.7922537326812744,DSI
63ae31ff5c725a41082afc56,pen-paper-story,"yumu was enrolled in junior high school last summer. he was to bring along to school, a pen, a paper  to write his notes. he was very prepared for the school  so he fetched all these down before the opening day.",human,0.7993326783180237,DSI
5ca9d0224f3e9d00164426f3,pen-paper-story,"there was a girl who lived in an orphanage and didn't know who her parents had been. one day, for her birthday, she received the gift of a pen and a stack of statinery paper.  she was so pleased. she began to write letters to her parents every week. by the end of several years, she had what looked like the story of a part of her life. eventually, her biological mother found her thourgh 23 and me and when she did, her daughter shared the letters she had written while she was waiting to meet her.",human,0.7922876477241516,DSI
6344b4073207c88c1cf5b49f,pen-paper-story,"the student grabbed a sheet of blank paper. then, they picked up a black pen. as they began to write their essay, they listened as all of the students around them did the same. the teacher sat with their feet propped up on a desk as they observed the students.",human,0.7849965691566467,DSI
67dd49c5b86cdc10df6d7e70,pen-paper-story,"i attended my first lectures with my bag pack. it had a pen, paper and a write pad. she was ready for all.  read",human,0.7688595652580261,DSI
67606663e5ad15d60ffeb222,pen-paper-story,"she had not put pen to paper in a long time. her passion had died. she used to think she would always write, but now she just reminisces on the times she did.",human,0.786774754524231,DSI
652359572fd30ff57dfea7fb,pen-paper-story,the author drove up to his remote lakeside cabin to write his new novel.  he didn't prefer to use a computer or even a typewriter.  he preferred to write his novel the old-fashioned way: with pen and paper.  the smell of the cabin brought back memories of his childhood and relaxed him into a calm state of mind.,human,0.8069207668304443,DSI
67c71b1e1c4622620884df57,pen-paper-story,"my favorite pen that i use to write on paper with, completely ran out of ink today. i was very sad and i had to get myself ready to buy a new one. as i entered the store i found out that they actually discontinued it. what will i do now.",human,0.7936890125274658,DSI
677580b9fa6b77a8332d2237,pen-paper-story,"it's sunday morning and i miss you. i want to tell you all i have in my heart for you. the best way to do this, while you are  not here is to wite you a letter. remember that little stationnary shop we went to in tokyo? well, this is the paper i bought on that day. and that mont blanc pen you bought me in rome? i'm composing this letter with the memory of our time together.",human,0.8038101196289062,DSI
66ef212cf79668f34be612d8,pen-paper-story,the author sat at his desk with pen and paper in front of them. they stared and the blank page thinking of all the stories they could write. nothing seemed to come to mind as they sat there in the silence. after what seemed like an eternity the author thought of a single word and scratched it onto the paper. they stared at their handwriting satisfied with the miniscule start of a new story.,human,0.7986689805984497,DSI
66b507cc1a7e164991afbe17,pen-paper-story,"i picked up the pen and stared at the blank paper, unsure where to begin. the silence felt heavy as i tried to write something meaningful. slowly, the words came, one shaky line at a time. by the end, the page held more courage than i expected.",human,0.8062654733657837,DSI
65e4a6bdde84e615dcac2651,pen-paper-story,the legends say there is a magical pen that can help you write the worlds best story. but before you can write this story you will need to find the magical paper that goes with it. this is almost impossible to do because both items are hidden at either end of the world. you would have to go on a massive journey to find both of them.,human,0.7946937680244446,DSI
5c7ea15cb215c6000122b48d,pen-paper-story,"the boy waiting a long time to buy this new pen from the store. it was very high quality and he wanted people to be envious of him as he used it. in class he was given a piece of paper to write on, a chance to use his new pen for the first time. as he started to write nothing would come out, the paper remaining blank. turns out the pen this boy had wanted for so long could only use inivisible ink.",human,0.8107550144195557,DSI
66c6683f6336ebf638da4db4,pen-paper-story,the writer sat at his desk trying his best to use the pen and paper in front of him.  he knows that he needs to write at least 4 or 5 sentence and if he does not that there will be consequences.  staring out windows he see kids playing in the park and that inspires him.  so he picks up his pen and begins to slowly jot down his thoughts on the paper.  then the thoughts came more quickly to him and,human,0.805880069732666,DSI
5c01bf7d4c14cf00019ce2a4,pen-paper-story,"i had discovered that my local library was hosting a writing contest, and that the winner would be gifted a private meet and greet with one of my favourite authors. excited about the prospect, i knew i had to write something that was gripping and would stand out enough to be considered for the top prize. my head was bursting with ideas and thoughts and my excitement grew over the prospect of winning. but when it came time to put pen to paper, i struggled more than anticipated. all i had were ideas, but they lacked the structure to make much narrative sense. my submission was a mess and i didn't win the prize in the end.",human,0.808053195476532,DSI
5ed94af267e7bf10f180c5b0,pen-paper-story,"i was given two items to come up with a new scenario for the upcoming movie.
i wasn't given a computer, instead i was given a pen and a paper to start my first chapter of the new movie.
it's been years since i last wrote with a pen and a paper and it was enough to get me hooked in writing again after my long slump.",human,0.7895992994308472,DSI
665e680164927b18554b66ec,pen-paper-story,"the robber stole the expensive pen. when the policeman arrived, he took out a notebook full of paper. he then proceeded to write down a description of the robber. the description of the robber was given to the policeman by the store owner.",human,0.7676144242286682,DSI
66a02d45a7db35d93c9f6a81,pen-paper-story,he had just finished his paper after spending all day writing it. nothing could stop him from finally reaching that a he had desired so much. he new the grading system worked against him so he spent all day working. his pen had marks on it with how hard he had been holding it. nothing was going break him when finishing his last class and graduating college. he knew this paper was going to be his ticket out of school.,human,0.8053461313247681,DSI
670da3fd0b8a2f7a542a2b24,pen-paper-story,i took out my magical paper and i started to write things that i want done. i wanted my house to be clean so i wrote with my pen> i made sure to write clearly so it would come true and to my dismay it worked. i had a new clean house instantly thanks to my magical paper.,human,0.7802950143814087,DSI
5f84e472052cf81ae5752252,pen-paper-story,"i sat with my head in my hands. nothing would come to mind. i was desperate to pick up the pen and write something on the blank paper before me. frustrated and ashamed, i began to cry.",human,0.7899460792541504,DSI
6604cab7499d144f955a7c9d,pen-paper-story,"the author decided to do things the old fashioned way.  she turned off her computer and grabbed a pen and paper.  taking a moment to think, she began to write.  she didn't know if going analog would help with her creativity, but she figured it was worth a try.",human,0.7940137386322021,DSI
694580e0f1757dd9295e5cb9,pen-paper-story,"tommy got a new fountain pen for christmas. he was so excited to start calligraphy that he practiced on a blank paper all day. once he was satisfied, he used the pen to write a thank you note to the gift giver. the penmanship was suburb and the note thoughtful. it became his favorite pen.",human,0.8001348972320557,DSI
64136e2bd31ba4a3a7c16ddc,pen-paper-story,a writer decided it was time to put pen to paper and get to work on his next book. he decided to write a crime story about a former detective hunting down a killer. he wrote for days and days but had to put the project aside as it had become too derivative.,human,0.7923321723937988,DSI
653ed34dfa601f3952c72ed4,pen-paper-story,"thomas always wanted to write, but there was one problem.  he had the paper, but he didn't have the pen.  nor a pencil.  without those tools he wouldn't be able to create as he so badly wanted to. he stood up, frustrated, before realizing he had a pen in his lap the whole time!",human,0.8005093932151794,DSI
6779c8fd10ec19bf89b5f9d8,pen-paper-story,hoorab found a pen and paper in the drawer of her dad's desk. she sat on the chair and wanted to write a magical story about unicorns and rainbows. the pen had some magical powers and the words started to flow as magic. she was amazed. she never saw something like that before.,human,0.8048352003097534,DSI
69531a58a97fe5b6ab460380,pen-paper-story,"i bought fancy new pen to draw with. as soon as i got home, i realized i didn't have any nice paper to draw on. i would have to go back out to buy the right paper. the test subject for my new pen was to write a list of anything else i need to buy to avoid more trips.",human,0.7924908399581909,DSI
67356f7cf6ff16fe3322a837,pen-paper-story,"she picked up the pen and began go write on the paper, the words are flowing effortlessly as she recorded her mother's stories. the memories came alive as she wrote t",human,0.7888596057891846,DSI
5c36e40e299f82000103ce0a,pen-paper-story,"once was a boy who loved to write. he loved it so much that he brought his pen and paper to the king to show his craft. while the boys writing wasnt amazing, his love for the craft had inspired the king to a great degree. the boy was brought in and taught to write, making his writing near perfect. the boy would go to replace the king upon his retirment, and rule the country as a great poet.",human,0.8039523363113403,DSI
5b985404a15058000124e508,pen-paper-story,"i was sitting at my desk, wondering how to convey my appreciation to my next door neighbour beyond a simple thanks in person. i brought out my pen and paper and started to write how i felt, the words on the paper conveying how i really felt about the help they had provided my family over the past few weeks. i kept at this for several hours before posting it through their letterbox. i felt glad i had spent time thanking them for their actiomns.",human,0.8155933022499084,DSI
631610af8e747093cd90e00d,pen-paper-story,"i picked up the pen and began to write on the scrap of paper in front of me. my head began to whirl as i frantically scrawled my thoughts down, doing my best to capture them before they dissipated. such sudden inspiration doesn't come up often. i dropped the pen and scanned over my work.",human,0.8031932711601257,DSI
603ea566289f8b0f4f035358,pen-paper-story,"once upon an afternoon, i was inspire to write a story. i went searching through my backpack for a notebook with some blank college-ruled paper. then, i sat down at my desk. immediately, i realized that i'd forgotten to find a pen. laughing at myself, i",human,0.7939399480819702,DSI
67d0a4ccb5587fff790273a7,pen-paper-story,"earlier today i found my old pen i had been looking for somewhere in the library, used it to write on a paper and funny enough it still works.",human,0.7769126892089844,DSI
66c0d9ef3c9b1d596446f813,pen-paper-story,curtis grabbed pen and starting writing a story on the piece of paper. he thought the story was really boring and progressing slowly. he really hated doing it and quit early. he decided he's never going to write a story using this pen again and threw the pen away.,human,0.793550431728363,DSI
6951dc0e3bdca9185a3420a1,pen-paper-story,i am holding a pen which i bought from the flea market. this pen is made of gold and i got it for a really good price. the quality is incredible and the detail on it is well worth the price. the reason i bought this pen is because i like to write in my spare time to relive stress and as well as put my thoughts and opinions on paper. this is very therapeutic to me and is great for all people to enjoy i highly recommend it.,human,0.7978844046592712,DSI
6941ba7773700f50256ddafe,pen-paper-story,"the writer was stuck at his table. pen and paper in front of him, but no amount of staring lead to more lines appearing. he couldn't write anymore, not after the reviews for his latest book came out. they destroyed his spirit, and he no longer trusted in his own abilities.",human,0.8088570237159729,DSI
63f6921f294f32b36bb1179e,pen-paper-story,"once upon a time there was a famous author but he was notorious for not keeping track of his equipment. some days he couldn't put his hand on a pen that worked, other days he couldn't find the right size paper or even decide if he wanted to use plain or lined paper. all he wanted to do with his life was write, and not be bogged down by keeping track of the tools of his trade. he decided to ask his housekeeper to always make sure that his desk had an assortment of different coloured pens and different sizes of lined and unlined paper. all was well in his world from then onwards.",human,0.8125100135803223,DSI
5ec28db2622c500632dc95bc,pen-paper-story,"the small boy had a very important test in school the morning. i rushed to class where he sat at his desk, pulled out his pen from his pencil case and turned over the white piece of paper handed to him by his teacher. i sat there nervously as he waited for the clock to strike nine and then could start. at that point he started to write. he wrote his name and the date and then answered the quetions as best he could.",human,0.8009584546089172,DSI
66019f5e10adbe524f2a844a,pen-paper-story,"i have come in to my cosy sitting room after a long day at work, but i felt inspired so i had to grab a pen and paper and i begin to write.  i had such a good idea at work that i had to write it down straight away,  i think that this will be the idea for my new book, i can feel it in my bones that this could be the start of something good, so i take a deep breath and begin to write, the words flow and then i become lost in my imagination.",human,0.7905492186546326,DSI
668f0aa2dc96efe3c92449c9,pen-paper-story,today i went to the store to buy school supplies and prepare for the semester ahead. i bought a pen and some paper to write on while i'm in class. i'm looking forward to this semester very much because i am starting my phd!,human,0.7932117581367493,DSI
5ef08aa7177a735c78ffbf40,pen-paper-story,"the girl had been beaten and abused for the last time. she had always used writing as a way to escape and would do so again. all the time she had spent attempting to write away her problems with paper stacked and crunched around her would come to an end. freedom this time finished with a pen, a stab to the neck and her abuser fell down. fredd",human,0.8090089559555054,DSI
6012ed349807110d8eb941a6,pen-paper-story,"sabrina had never seen a pen or paper before. she therefore did know how to write. instead, she used the pen to make holes in the paper. the holes formed the shape of a butterfly.",human,0.7882408499717712,DSI
66eeda2bc7d6e9b92b4a81c0,pen-paper-story,"she picked up the pen and she stared at the blank paper, she had a lot of heavy thoughts on her mind that she wanted to tell the detective about, she wanted to wite but the first world felt too heavy, her hand shook as she remembered the experie",human,0.8036283254623413,DSI
6020b4d4010b8e6e89d1a6a0,pen-paper-story,"in the middle of the night maya discovered an old pen in a drawer and took a sheet of paper and drew a blank one and it had a weird desire of writing. the instant her pen scribbled on the paper the words began to form themselves, a story she had no recollection of writing. she had no idea that the paper contained secrets in her past by the time she was done. her eyes were bulged with amazement as she saw that some of the pens are supposed to do more than merely spi",human,0.8066076040267944,DSI
69136c7df68dcde570c33956,pen-paper-story,"a writer always used a pan and paper to write his short stories on, one day the pen brock in half and the paper got dirty. the writer decided to start writing in a laptop, he started doing that but he misses the feeling of holding a pen and the smell of paper, so he went to the store, bought a new pen and a notebook and started using those again.",human,0.8015413284301758,DSI
6785704c3b1ab8813a4958b0,pen-paper-story,"mary got angry and threw her pen at her brother, john. john felt hurt and got out some paper to write his grandmother, pearl, and tell her how evil his sister was. john and mary's grandmother decided to strike mary from her will. she decided she should write to her lawyer in new york and make it official.",human,0.7920086979866028,DSI
671f93838d7481cd8a0d137d,pen-paper-story,"a student started a long day at school by collecting his materials at his desk.  he took a pen and paper out of his backpack to begin to write the assignment written on the board.  before he had begun to write down tomorrow's homework, an announcement came over the intercom:  there was a surprise fire drill.  everyone needed to leave their seat and walk across the school campus.  by the time he returned to his seat, the class period was over and he needed to leave for his next class.",human,0.7928953766822815,DSI
6613fbd97d84091e654e5ca6,pen-paper-story,i needed to come up with a good story. so all i could do was take my pen to paper and do the best i could. i had to write what came from my heart. so i need to just be honest and let the words come out. i hope that they will make someone feel happy.,human,0.783819317817688,DSI
65de3af8fcbc6ef9331bd863,pen-paper-story,"i couldn't find my favorite pen, and was frantically looking everywhere. my paper on creative writing was due in 1 day. yeah, i could use another pen, but when i write, something about my old faithful one gives me comfort. and, somehow, seems to make me more creative.",human,0.8076996803283691,DSI
