prolific_id,participant_id,id,Prompt,Response,google_rating,anthropic_rating,xai_rating,openai_rating
6544ff9e0fb2eaaf83e2de5c,210,214,The strong wind is,blowing through my hair like a tornado.,10.0,28.0,20.0,15.0
663274d555447e8270dde7d0,213,215,The strong wind is,Stronger than a builder,12.0,15.0,15.0,15.0
665a16dd2db5a0dff976ea9b,212,216,The strong wind is,stronger than steel.,10.0,15.0,10.0,10.0
66439abe4359251777b0aebd,215,217,The strong wind is,The strong wind is like a huge man pushing you.,15.0,15.0,15.0,15.0
673c8c2a86f12a6e2c1764a4,217,218,The strong wind is,powerful,10.0,15.0,10.0,10.0
662e66138060bf4a9db8c159,219,219,The strong wind is,unstopable.,10.0,10.0,10.0,10.0
5e52a7cc53ecf12b883e1e1f,216,220,The strong wind is,Blowing me around like a politician at a rally,25.0,28.0,35.0,30.0
5f3ae136d5f38f7a5f3f6295,218,221,The strong wind is,an artic blast,10.0,15.0,15.0,15.0
5ca5189dce3f920016239854,221,222,The strong wind is,like the hot blast of an open over door,20.0,35.0,25.0,20.0
66d88375799e00b593a8655f,220,223,The strong wind is,As cold as an ice burg,10.0,15.0,10.0,15.0
66ff44c7da088df3cdf9cd0f,222,224,The strong wind is,blowing like a hurricane,10.0,18.0,15.0,20.0
66ff44c7da088df3cdf9cd0f,222,225,The strong wind is,blowing like a hurricane,10.0,18.0,15.0,15.0
65f650bc80653ddbcb45e6a5,223,226,The strong wind is,blowing like the bubble from a childs wand,20.0,28.0,35.0,20.0
69137ce487ad8fc2193bcb12,224,227,The strong wind is,like a hurricane,10.0,15.0,10.0,10.0
663aa6420a964c2a7740b9d7,226,228,The strong wind is,harder than rock,15.0,15.0,10.0,10.0
651d9ea96f3253abbfd8d38b,227,229,The strong wind is,whipping my face lik,10.0,15.0,10.0,30.0
6773f9ecbf8a434754bdbdab,225,230,The strong wind is,a tf,10.0,10.0,10.0,10.0
692f23fa6f5702e481df4f32,229,231,The strong wind is,a wild horse,15.0,15.0,15.0,20.0
62bb42e2f21cfdb280cc975f,230,232,The strong wind is,chilly,10.0,15.0,10.0,10.0
67dac9fec33b7784afd3d08b,228,233,The strong wind is,the strong wind is wild,10.0,15.0,10.0,10.0
67dac9fec33b7784afd3d08b,228,234,The strong wind is,the strong wind is wild,10.0,15.0,10.0,10.0
675b73a2f8ca714cdf307be7,231,235,The strong wind is,,10.0,10.0,10.0,10.0
675b73a2f8ca714cdf307be7,231,236,The strong wind is,,10.0,10.0,10.0,10.0
609911e00dd4843e39cb88ac,2,1,The young child is,a delicate flower,10.0,15.0,10.0,15.0
6079ff1600ff2b7455e1c3e0,3,2,The young child is,a ray of sunshine,10.0,15.0,15.0,10.0
68879462acd0ae2c5ecf4b88,4,3,The young child is,bunnylike,12.0,15.0,10.0,20.0
5c2c62542c45d400014a32e6,5,4,The young child is,our former self,10.0,15.0,10.0,15.0
691371c5d552995298408398,8,5,The young child is,"a blank page, ready to be filled with wonder",15.0,28.0,20.0,20.0
60d4edd50a63d7874c704979,7,6,The young child is,as energitic as a machine,15.0,15.0,10.0,15.0
6332274d72eff2df47171a78,6,7,The young child is,probably far better at this than this old man is,10.0,10.0,10.0,10.0
67c60b46b619cad09b65ab51,9,8,The young child is,crying happily,10.0,15.0,10.0,15.0
65c10d8000af1af81e3f42ec,10,9,The young child is,like a calf to a cow,10.0,15.0,15.0,15.0
692f221e98e3cdcf10465812,11,10,The young child is,a virgin at heart,10.0,25.0,20.0,30.0
6637b21240220c2517fffa1a,12,11,The young child is,like a demon from hell.,10.0,15.0,10.0,10.0
5c7ceda01d2afc0001f4ad1d,13,12,The young child is,the adult in waiittng,15.0,35.0,10.0,20.0
5fd66ce8aec66457ff73d743,16,13,The young child is,mad as a cow,15.0,15.0,15.0,30.0
5cab22cd68194f001511b2d6,14,14,The young child is,innocence,10.0,15.0,10.0,10.0
65a3eae145bd7a121b03e953,17,15,The young child is,skipping like a rabbit,10.0,15.0,20.0,15.0
63fa78f21e485a372c6528fa,15,16,The young child is,seeing through new eyes,15.0,28.0,15.0,15.0
6779ab59311fd2904146f0d7,19,17,The young child is,GROWN,10.0,15.0,10.0,10.0
66b828d453598bcca42608c1,18,18,The young child is,"a delicate fawn, prancing its way into the world.",15.0,28.0,20.0,20.0
5dd7f591ad0a617838322129,20,19,The young child is,"a banshee, screaming endlessly through the night",15.0,28.0,25.0,30.0
6544fd514964fea23051c3b7,22,20,The young child is,Spongy,15.0,15.0,10.0,30.0
66ccbb7d4109382e498e3c82,21,21,The young child is,running like a motor,10.0,25.0,15.0,15.0
67aae2b5797af1e296927d2a,24,22,The young child is,a bundle of bound,15.0,15.0,15.0,32.0
654a44f0addb5f41f1705b75,23,23,The young child is,an angel,10.0,15.0,10.0,10.0
60ac66a8e1bf5a1c51fa864c,26,24,The young child is,a mirror with a memory,40.0,28.0,35.0,40.0
6658ca2b92efe5c33798f1b4,25,25,The young child is,as carefree as the wind,10.0,15.0,20.0,15.0
63d7abeeb49ad49fa7545e44,27,26,The young child is,a hopping frog,15.0,15.0,15.0,15.0
631745a70c7c585248df1a5d,28,27,The young child is,tinier than my shoe,10.0,15.0,15.0,15.0
5e32c95c87b8ef28e5aff6ea,29,28,The young child is,noisy like a train coming off the tracks,20.0,28.0,35.0,20.0
674bea1eb044fbe75795fef1,30,29,The young child is,A treasure,10.0,15.0,10.0,10.0
5dd86f98e9a0ba81a7f5e099,31,30,The young child is,an old soul,10.0,25.0,15.0,15.0
5d45521afdaaad00010ec185,34,31,The young child is,energetic as a puppy,10.0,15.0,15.0,15.0
659c0682d109f8537a89fdd3,35,32,The young child is,fresh meat,10.0,15.0,10.0,15.0
6658d02b830a00e979619fb8,33,33,The young child is,Gold,15.0,15.0,10.0,20.0
5a8b1ee2000dab00018cc7cd,38,34,The young child is,as perfect as a painting.,10.0,15.0,15.0,15.0
