prolific_id,item,response,google_rating,anthropic_rating,xai_rating,openai_rating,prediction,modelname,text
60ac66a8e1bf5a1c51fa864c,pen-paper-story,"i'm a well-known writer; my passion is writing. my specialty is horror stories. once i pick up my pen, i fill the page with every idea that comes to mind. i'm in an abandoned house to get some atmosphere and inspiration for my next book.",10,18,20,15,0.32,MAoSS,"i'm a well-known writer; my passion is writing. my specialty is horror stories. once i pick up my pen, i fill the page with every idea that comes to mind. i'm in an abandoned house to get some atmosphere and inspiration for my next book."
63d7abeeb49ad49fa7545e44,pen-paper-story,"johnny had an idea but he was very forgetful. he needed to write down the idea before he forgot it. he looked high and low for a pen, making a huge mess in the process. eventually, he found one - but then forgot where had hid the paper to write it on. he forgot the idea.",15,18,30,20,0.31,MAoSS,"johnny had an idea but he was very forgetful. he needed to write down the idea before he forgot it. he looked high and low for a pen, making a huge mess in the process. eventually, he found one - but then forgot where had hid the paper to write it on. he forgot the idea."
631745a70c7c585248df1a5d,pen-paper-story,"i am an adult who doesn't know how to read or write. one day i was given a magic pen, that i was told could help me out. without knowing what i was doing it was flying over the paper and i had written the most lovely poem i've ever heard.",15,28,35,20,0.53,MAoSS,"i am an adult who doesn't know how to read or write. one day i was given a magic pen, that i was told could help me out. without knowing what i was doing it was flying over the paper and i had written the most lovely poem i've ever heard."
5e32c95c87b8ef28e5aff6ea,pen-paper-story,a young girl was walking through the forest. she looked down and noticed a pen and paper on the ground. she suddenly felt the urge to write a note. so she simply wrote 'have a good day whoever sees this'. she put it back on the ground and went on her way.,15,18,20,18,0.43,MAoSS,a young girl was walking through the forest. she looked down and noticed a pen and paper on the ground. she suddenly felt the urge to write a note. so she simply wrote 'have a good day whoever sees this'. she put it back on the ground and went on her way.
674bea1eb044fbe75795fef1,pen-paper-story,"the writer took actual pen and paper in hand and attempted to write another chapter, however he had writer's block. he thought that maybe having a physical pen would help him instead of sitting at the computer, but no dice. he gave up and went out to a local bar to get dinner, hoping the lively scene would provide some inspiration.",15,18,20,15,0.36,MAoSS,"the writer took actual pen and paper in hand and attempted to write another chapter, however he had writer's block. he thought that maybe having a physical pen would help him instead of sitting at the computer, but no dice. he gave up and went out to a local bar to get dinner, hoping the lively scene would provide some inspiration."
5dd86f98e9a0ba81a7f5e099,pen-paper-story,there was a pen who didnt know its purpose in life it traveled far and wide and never foound it purpose it was ready to give up and there was a stranger in town its name was paper paper saw pen sad gave pen a hug during the hug pen left a mark on paper paper smiled and said hey you canw rite on me! ive been looking everywhere for you and pen lived happily writing on paper,15,28,35,28,0.65,MAoSS,there was a pen who didnt know its purpose in life it traveled far and wide and never foound it purpose it was ready to give up and there was a stranger in town its name was paper paper saw pen sad gave pen a hug during the hug pen left a mark on paper paper smiled and said hey you canw rite on me! ive been looking everywhere for you and pen lived happily writing on paper
5d45521afdaaad00010ec185,pen-paper-story,i took the pen up in my hand and started to write. it was a difficult letter to write but using some of my grandma's thick basildon bond made it feel as if she was there to help. i advised my husband that after having received the text he had intended for his mistress,15,18,20,20,0.39,MAoSS,i took the pen up in my hand and started to write. it was a difficult letter to write but using some of my grandma's thick basildon bond made it feel as if she was there to help. i advised my husband that after having received the text he had intended for his mistress
659c0682d109f8537a89fdd3,pen-paper-story,"pen was very happy today. he didn't get used by the boy! every time pen is used by the little boy to write, he can feel his blood leak out onto paper into transcriptions he can't understand. paper, on the other hand, is being contorted into an airplane. he will fly throught the air",20,28,45,32,0.6,MAoSS,"pen was very happy today. he didn't get used by the boy! every time pen is used by the little boy to write, he can feel his blood leak out onto paper into transcriptions he can't understand. paper, on the other hand, is being contorted into an airplane. he will fly throught the air"
6658d02b830a00e979619fb8,pen-paper-story,"a day like this, a man was coming from a meeting with the obligation to take down note using pen paper to write. he did wonderfully well buying doing the task giving . he was awrded the best man of the meeting",10,15,10,12,0.25,MAoSS,"a day like this, a man was coming from a meeting with the obligation to take down note using pen paper to write. he did wonderfully well buying doing the task giving . he was awrded the best man of the meeting"
5e729511e05cd902cc7699a4,pen-paper-story,"one morning, a boy was in school and had a maths exam. however, he realised he had forgotten his pen and so was unable to write on the piece of paper that was handed to him by his teacher. he was very embarrased and was nervous to ask for a pen. eventually, he mustered the courage, and his teacher provided him with one of his spare pens for the exam. he was able to finish his exam on time and felt really proud of himself for asking for help.",10,15,10,15,0.3,MAoSS,"one morning, a boy was in school and had a maths exam. however, he realised he had forgotten his pen and so was unable to write on the piece of paper that was handed to him by his teacher. he was very embarrased and was nervous to ask for a pen. eventually, he mustered the courage, and his teacher provided him with one of his spare pens for the exam. he was able to finish his exam on time and felt really proud of himself for asking for help."
5a8b1ee2000dab00018cc7cd,pen-paper-story,"charlie arrived late for the exam in his history class. he frantically sat down and grabbed his backpack. as he searched his backpack for a paper and pen, he couldn't find either. just then, his teacher stopped at his desk and gave him paper and a pencil to write with. he was as ready as he ever would be to take the exam.",10,15,10,15,0.27,MAoSS,"charlie arrived late for the exam in his history class. he frantically sat down and grabbed his backpack. as he searched his backpack for a paper and pen, he couldn't find either. just then, his teacher stopped at his desk and gave him paper and a pencil to write with. he was as ready as he ever would be to take the exam."
665ee0800a4d97ea0026ff34,pen-paper-story,"a young lady was sitting in her garden office trying to start a short story that she had been meaning to do for a few weeks. she opened her desk and pulled out a pen and paper and began to write. at first the ideas did not come easily, but as she continued to write the thoughts stared flowing and soon she was engrossed in the task.",10,15,10,15,0.29,MAoSS,"a young lady was sitting in her garden office trying to start a short story that she had been meaning to do for a few weeks. she opened her desk and pulled out a pen and paper and began to write. at first the ideas did not come easily, but as she continued to write the thoughts stared flowing and soon she was engrossed in the task."
55bb9ae7fdf99b26d27fda01,pen-paper-story,the author knew he needed to get to work on his next story. he grabbed a pen and some paper and sat down at the table with some coffee and a snack. he wanted to get the story down while it was still in his head. he began to write and before long he had everything out. he was glad he didn't get lost on what to say this time.,10,18,10,15,0.27,MAoSS,the author knew he needed to get to work on his next story. he grabbed a pen and some paper and sat down at the table with some coffee and a snack. he wanted to get the story down while it was still in his head. he began to write and before long he had everything out. he was glad he didn't get lost on what to say this time.
5fd63cb585f88c4eb1933661,pen-paper-story,"i really have to write out this paper that needs to be finished by friday for a school assignment, but i do not have a good pen to write with.i do not want to get up and have to drive all the way to the store to get it but i need to have this paper done by friday and i have no choice but to go buy some paper.",10,12,10,15,0.24,MAoSS,"i really have to write out this paper that needs to be finished by friday for a school assignment, but i do not have a good pen to write with.i do not want to get up and have to drive all the way to the store to get it but i need to have this paper done by friday and i have no choice but to go buy some paper."
5b421b9ac2e3810001763252,pen-paper-story,there was a fountain pen and some fancy paper on the desk. anne wanted to write a letter to her mother who was living abroad but it did not always feel plausible to do. she has something important to tell her mother and could only write her thoughts. she knew she would not have to face her.,10,18,20,15,0.3,MAoSS,there was a fountain pen and some fancy paper on the desk. anne wanted to write a letter to her mother who was living abroad but it did not always feel plausible to do. she has something important to tell her mother and could only write her thoughts. she knew she would not have to face her.
69203091564a7d1a74700ed4,pen-paper-story,"the boy looked down at the golden pen. his hand trembled. pulling out a fresh sheet of paper and placing it on the desk, he picked up the pen which seemed warm to the touch. he began to write.",10,18,20,20,0.29,MAoSS,"the boy looked down at the golden pen. his hand trembled. pulling out a fresh sheet of paper and placing it on the desk, he picked up the pen which seemed warm to the touch. he began to write."
60cf0d251a90eb823bc9b740,pen-paper-story,"i was handed a black ballpoint pen by the administrator. they walked away briefly, before returning with a piece of paper for me. this was it, do or die time. i had spent the last week studying as much as possible, in anticipation for this moment. one hour, that's all the time i have. time for me to write this story and get an a!",15,18,20,15,0.38,MAoSS,"i was handed a black ballpoint pen by the administrator. they walked away briefly, before returning with a piece of paper for me. this was it, do or die time. i had spent the last week studying as much as possible, in anticipation for this moment. one hour, that's all the time i have. time for me to write this story and get an a!"
6941e60f2c7507f1915682c3,pen-paper-story,when i was in school i always needed something to write with because i always forgot to bring a pencil with me. one day my teacher handed me a piece of paper and told me to write my name on it but i said i didn't have a pencil. so my teacher lended me a pencil to write my name on it. when i was finished writing my name my teacher told me to begin the test.,10,15,10,15,0.27,MAoSS,when i was in school i always needed something to write with because i always forgot to bring a pencil with me. one day my teacher handed me a piece of paper and told me to write my name on it but i said i didn't have a pencil. so my teacher lended me a pencil to write my name on it. when i was finished writing my name my teacher told me to begin the test.
5f39a2fd2d394917284dd66f,pen-paper-story,"i was writing a very romantic story about my life, when i realised the paper i was writing on was smudging...what a shame i didn't use a simple pen instead of a fountain pen! i'm sure it can still be possible to read each words, but it looks a bit of a mess - a bit like my personal life! what a coincidence lol!! never mind - my publisher will be more than happy with it, anyway.",15,18,10,20,0.46,MAoSS,"i was writing a very romantic story about my life, when i realised the paper i was writing on was smudging...what a shame i didn't use a simple pen instead of a fountain pen! i'm sure it can still be possible to read each words, but it looks a bit of a mess - a bit like my personal life! what a coincidence lol!! never mind - my publisher will be more than happy with it, anyway."
69138ed04690ca3fa74ef563,pen-paper-story,"once upon a time, there was a boy who was force to write a paragraph using three words during it. he took his pen and paper and got to work. first he brainstormed on how he would use the words short, taco, and lettuce in his story.",25,15,10,15,0.33,MAoSS,"once upon a time, there was a boy who was force to write a paragraph using three words during it. he took his pen and paper and got to work. first he brainstormed on how he would use the words short, taco, and lettuce in his story."
676556ccb7aac9ede13d73c9,pen-paper-story,"i decided to travel on my spaceship to the shops. my spaceship is made from paper. i bought a pen at the shops. when i got home, i decided to write a novel.",15,15,35,20,0.29,MAoSS,"i decided to travel on my spaceship to the shops. my spaceship is made from paper. i bought a pen at the shops. when i got home, i decided to write a novel."
5929c96027ea400001301061,pen-paper-story,"the man picked up his pen and began to draw on the paper. the first attempt was poor so he screwed it up and discarded it.  ""just write a large o"" he thought and this time he formed a perfect circle. ""too small"" he said and tore it up.",10,18,45,20,0.34,MAoSS,"the man picked up his pen and began to draw on the paper. the first attempt was poor so he screwed it up and discarded it.  ""just write a large o"" he thought and this time he formed a perfect circle. ""too small"" he said and tore it up."
5e5a96f5a2f2c528edf70f6e,pen-paper-story,"i sat at my desk in front of a piece of paper, with my pen in my hand i was ready to write. i thought long and hard about what i would write about but nothing was coming to me. like usual, i had been hit with a hard case of writers block.",10,15,10,15,0.27,MAoSS,"i sat at my desk in front of a piece of paper, with my pen in my hand i was ready to write. i thought long and hard about what i would write about but nothing was coming to me. like usual, i had been hit with a hard case of writers block."
5eca536f9aa4f658d641a7d9,pen-paper-story,"i tried to write with the pen on a piece of paper but i was too shocked to do so.  the aftermath of the problem caused me a lot of turmoil.  the letter i wanted to give to my brother about the accident would not produce itself and so i decided to grab a drink.  i heard something move and i saw the pen roll off the table from the paper which i started to write on, onto the floor.",15,18,15,15,0.5,MAoSS,"i tried to write with the pen on a piece of paper but i was too shocked to do so.  the aftermath of the problem caused me a lot of turmoil.  the letter i wanted to give to my brother about the accident would not produce itself and so i decided to grab a drink.  i heard something move and i saw the pen roll off the table from the paper which i started to write on, onto the floor."
66db9db4324609f1a7231f49,pen-paper-story,the woman needed to write her life story. she sat down at the table with a pen and paper. she bagan writing and didnt stop for hours.,10,15,10,15,0.25,MAoSS,the woman needed to write her life story. she sat down at the table with a pen and paper. she bagan writing and didnt stop for hours.
6551469abe377d3646c6cd6e,pen-paper-story,"i had a special pen that  i cherished because it was given to me by my parents. i decided to write on a piece of paper, all my chores for the day. this ensured i completed them whilst keeping track. it is a beneficial thing to do",10,15,10,15,0.24,MAoSS,"i had a special pen that  i cherished because it was given to me by my parents. i decided to write on a piece of paper, all my chores for the day. this ensured i completed them whilst keeping track. it is a beneficial thing to do"
5591cd21fdf99b63126f6c60,pen-paper-story,"an aspiring author is looking to get started on their journey of writing creative stories. to get started, they go to a store to buy writing tools, such as pens and sheets of paper. once they have this, they return home and look to their favorite authors for inspiration. after many hours of deliberating on the world they want to create, they begin writing their first chapter.",10,15,10,15,0.32,MAoSS,"an aspiring author is looking to get started on their journey of writing creative stories. to get started, they go to a store to buy writing tools, such as pens and sheets of paper. once they have this, they return home and look to their favorite authors for inspiration. after many hours of deliberating on the world they want to create, they begin writing their first chapter."
65e64c08cd1bf3d6ab957af7,pen-paper-story,i was in a hurry but needed to write a note to my boss. i grabbed the first pen and piece of paper i could find. i scratched down some thoughts about the presentation. i included my home cell number. i called a taxi and left the building.,10,18,10,15,0.26,MAoSS,i was in a hurry but needed to write a note to my boss. i grabbed the first pen and piece of paper i could find. i scratched down some thoughts about the presentation. i included my home cell number. i called a taxi and left the building.
5efa33c4e9f4160ffd817db9,pen-paper-story,"the author sat at her desk, and began to put pen to paper. she loved to write, but today her mind drew a blank. she needed inspiration, she knew this would get her juices flowing....but where would this inspiration come from. she put the pen down, closed her eyes and sank back into her chair",15,22,10,15,0.29,MAoSS,"the author sat at her desk, and began to put pen to paper. she loved to write, but today her mind drew a blank. she needed inspiration, she knew this would get her juices flowing....but where would this inspiration come from. she put the pen down, closed her eyes and sank back into her chair"
663f7196a07afa04b277db38,pen-paper-story,i looked at the pen next to the paper.  i knew i had to write down what i had just witnessed before the memory evaporated from my mind.  slowly i visualised the scene until it became clear.  the first sentence came out slowly but before i knew it the story started flowing out and i had captured everything perfectly.  i looked at what i had written with satisfaction.,15,18,10,15,0.41,MAoSS,i looked at the pen next to the paper.  i knew i had to write down what i had just witnessed before the memory evaporated from my mind.  slowly i visualised the scene until it became clear.  the first sentence came out slowly but before i knew it the story started flowing out and i had captured everything perfectly.  i looked at what i had written with satisfaction.
66cb2e0bd2169db778550269,pen-paper-story,"once upon a time, a boy was in a school classroom. as a part of his assignment, he needed to write a short story. the boy sat there, looking confused. he struggled to find the willpower to put pen to paper to start the story. he desperately needed help...",15,15,10,15,0.28,MAoSS,"once upon a time, a boy was in a school classroom. as a part of his assignment, he needed to write a short story. the boy sat there, looking confused. he struggled to find the willpower to put pen to paper to start the story. he desperately needed help..."
63ae31ff5c725a41082afc56,pen-paper-story,"yumu was enrolled in junior high school last summer. he was to bring along to school, a pen, a paper  to write his notes. he was very prepared for the school  so he fetched all these down before the opening day.",10,15,10,15,0.23,MAoSS,"yumu was enrolled in junior high school last summer. he was to bring along to school, a pen, a paper  to write his notes. he was very prepared for the school  so he fetched all these down before the opening day."
5ca9d0224f3e9d00164426f3,pen-paper-story,"there was a girl who lived in an orphanage and didn't know who her parents had been. one day, for her birthday, she received the gift of a pen and a stack of statinery paper.  she was so pleased. she began to write letters to her parents every week. by the end of several years, she had what looked like the story of a part of her life. eventually, her biological mother found her thourgh 23 and me and when she did, her daughter shared the letters she had written while she was waiting to meet her.",20,28,35,20,0.59,MAoSS,"there was a girl who lived in an orphanage and didn't know who her parents had been. one day, for her birthday, she received the gift of a pen and a stack of statinery paper.  she was so pleased. she began to write letters to her parents every week. by the end of several years, she had what looked like the story of a part of her life. eventually, her biological mother found her thourgh 23 and me and when she did, her daughter shared the letters she had written while she was waiting to meet her."
6344b4073207c88c1cf5b49f,pen-paper-story,"the student grabbed a sheet of blank paper. then, they picked up a black pen. as they began to write their essay, they listened as all of the students around them did the same. the teacher sat with their feet propped up on a desk as they observed the students.",10,15,10,15,0.27,MAoSS,"the student grabbed a sheet of blank paper. then, they picked up a black pen. as they began to write their essay, they listened as all of the students around them did the same. the teacher sat with their feet propped up on a desk as they observed the students."
67dd49c5b86cdc10df6d7e70,pen-paper-story,"i attended my first lectures with my bag pack. it had a pen, paper and a write pad. she was ready for all.  read",10,15,10,15,0.23,MAoSS,"i attended my first lectures with my bag pack. it had a pen, paper and a write pad. she was ready for all.  read"
67606663e5ad15d60ffeb222,pen-paper-story,"she had not put pen to paper in a long time. her passion had died. she used to think she would always write, but now she just reminisces on the times she did.",10,18,10,15,0.25,MAoSS,"she had not put pen to paper in a long time. her passion had died. she used to think she would always write, but now she just reminisces on the times she did."
