entity_id,prompt,response,task,source,word_count
centaur_006,Develop as many design ideas as you can to increase the use of renewable energy sources.,Offer tax breaks to businesses that switch over to clean energy sources such as solar power.,Design,centaur,16
centaur_006,Develop as many design ideas as you can to reduce traffic congestion in mega cities.,Build more bike paths and walking trails so that people can walk or ride bikes instead of driving cars.,Design,centaur,19
centaur_006,You are introduced to a robot that can learn and think like humans. What scientific questions could you ask about this?,How much information does the robot store? Does it make decisions independently?,SCTT-ResearchQuestion,centaur,12
centaur_006,Develop as many design ideas as you can to assist people with memory impairments remember important tasks.,Create a mobile app that sends reminders and alerts at certain times each day.,Design,centaur,14
centaur_006,KNIFE,A knife can be used to cut wood into pieces that will fit into a campfire.,AUT,centaur,16
centaur_006,Develop as many design ideas as you can to help people with mobility impairments navigate stairs.,Add railings along stairs so that people can hold onto something while going up or down the stairs.,Design,centaur,18
centaur_006,You travel on a spaceship to a new planet outside of our galaxy. What scientific questions could you ask about this planet?,What types of species live on the planet? Is there an atmosphere similar to Earth?,SCTT-ResearchQuestion,centaur,15
centaur_006,mirror-face-reflection,"A woman looks at her reflection in the bathroom mirror. She smiles, but her face in the mirror turns angry.",Story,centaur,20
centaur_006,bridge-river-cross,"Two friends want to cross a river to reach the other side, but it is too wide to jump across. So they build a bridge over the river to cross it.",Story,centaur,31
centaur_006,BUCKET,An empty bucket can be filled with plants to serve as a planter.,AUT,centaur,13
centaur_006,BRICK,Bricks can be stacked on top of each other to form a pathway through a garden.,AUT,centaur,16
centaur_006,You look outside one night and see stars disappearing one by one from the sky. What hypotheses do you have about why that is?,Perhaps the light pollution in the city is getting worse so people can't see the stars as well anymore.,SCTT-Hypothesis,centaur,19
centaur_007,Develop as many design ideas as you can to reduce traffic congestion in mega cities.,Use solar powered cars,Design,centaur,4
centaur_007,KNIFE,As a weapon to defend yourself,AUT,centaur,6
centaur_007,Develop as many design ideas as you can to increase the use of renewable energy sources.,Use more hydroelectricity,Design,centaur,3
centaur_007,bridge-river-cross,Two men met at a bridge over a river. They greeted each other and crossed the bridge together.,Story,centaur,18
centaur_007,PENCIL,To fix something broken,AUT,centaur,4
centaur_007,key-door-lock,A man got home and couldn't find his keys so he went back out to search for them but when he returned the door was locked so he had to stay outside all night.,Story,centaur,34
centaur_007,BRICK,To build a wall,AUT,centaur,4
centaur_007,BUCKET,To catch rainwater,AUT,centaur,3
centaur_007,You notice that the water in one lake is warmer than the water in another lake even though they both get the same amount of sunlight. What hypotheses do you have about why that is?,The first lake has blacker rocks which absorb more heat.,SCTT-Hypothesis,centaur,10
centaur_007,You look outside one night and see stars disappearing one by one from the sky. What hypotheses do you have about why that is?,Something large is blocking my view of the stars causing me not to see them.,SCTT-Hypothesis,centaur,15
centaur_007,mirror-face-reflection,A person looked into a mirror and saw their own face reflected back at them.,Story,centaur,15
centaur_007,pen-paper-story,Someone sat down and wrote a story about their life.,Story,centaur,10
centaur_007,You travel on a spaceship to a new planet outside of our galaxy. What scientific questions could you ask about this planet?,Is there gravity?,SCTT-ResearchQuestion,centaur,3
centaur_007,Develop as many design ideas as you can to help people with mobility impairments navigate stairs.,Build elevators or escalators,Design,centaur,4
centaur_007,Develop as many design ideas as you can to assist people with memory impairments remember important tasks.,Use post-it notes,Design,centaur,3
centaur_007,You are introduced to a robot that can learn and think like humans. What scientific questions could you ask about this?,Does it feel pain?,SCTT-ResearchQuestion,centaur,4
centaur_008,bridge-river-cross,The person is crossing the river with a bridge. It looks scary but she crosses it.,Story,centaur,16
centaur_008,pen-paper-story,John writes a book about his life. He tells his story through his eyes.,Story,centaur,14
centaur_008,You travel on a spaceship to a new planet outside of our galaxy. What scientific questions could you ask about this planet?,How long does it take to reach the planet?,SCTT-ResearchQuestion,centaur,9
centaur_008,Develop as many design ideas as you can to reduce traffic congestion in mega cities.,Create tunnels underground for cars.,Design,centaur,5
centaur_008,KNIFE,Use as a weapon,AUT,centaur,4
centaur_008,PENCIL,Use to clean nails,AUT,centaur,4
centaur_008,key-door-lock,He locks the door with a key so no one gets into his room.,Story,centaur,14
centaur_008,You are introduced to a robot that can learn and think like humans. What scientific questions could you ask about this?,How smart can it get?,SCTT-ResearchQuestion,centaur,5
centaur_008,You notice that the water in one lake is warmer than the water in another lake even though they both get the same amount of sunlight. What hypotheses do you have about why that is?,One has more rocks or plants in it than the other.,SCTT-Hypothesis,centaur,11
centaur_008,mirror-face-reflection,She sees her reflection on the mirror and thinks how beautiful she is.,Story,centaur,13
centaur_008,BRICK,Use as a table leg.,AUT,centaur,5
centaur_008,BUCKET,Put plants inside it and make it a garden.,AUT,centaur,9
centaur_008,Develop as many design ideas as you can to help people with mobility impairments navigate stairs.,Build escalators to climb up the stairs.,Design,centaur,7
centaur_008,You look outside one night and see stars disappearing one by one from the sky. What hypotheses do you have about why that is?,There's a big storm that's causing the stars to disappear.,SCTT-Hypothesis,centaur,10
centaur_008,Develop as many design ideas as you can to increase the use of renewable energy sources.,Make electric cars so there is less pollution.,Design,centaur,8
centaur_008,Develop as many design ideas as you can to assist people with memory impairments remember important tasks.,Have alarms remind them of things they need to do.,Design,centaur,10
centaur_009,PENCIL,A pencil can be used as a drum stick.,AUT,centaur,9
centaur_009,You are introduced to a robot that can learn and think like humans. What scientific questions could you ask about this?,How does it process information and what does it need to function properly?,SCTT-ResearchQuestion,centaur,13
centaur_009,You travel on a spaceship to a new planet outside of our galaxy. What scientific questions could you ask about this planet?,Is there life on this planet? What is the atmosphere like?,SCTT-ResearchQuestion,centaur,11
centaur_009,pen-paper-story,The person picked up their paper and pen to begin writing their story.,Story,centaur,13
centaur_009,BRICK,Bricks can be used to build structures such as houses.,AUT,centaur,10
centaur_009,You look outside one night and see stars disappearing one by one from the sky. What hypotheses do you have about why that is?,Some alien species may be taking them away.,SCTT-Hypothesis,centaur,8
centaur_009,BUCKET,Buckets can be used to hold water.,AUT,centaur,7
centaur_009,You notice that the water in one lake is warmer than the water in another lake even though they both get the same amount of sunlight. What hypotheses do you have about why that is?,Maybe there are more plants living in the warmer lake and thus they generate more heat.,SCTT-Hypothesis,centaur,16
centaur_009,key-door-lock,He tried to unlock his door but he forgot his keys.,Story,centaur,11
centaur_009,KNIFE,Knives can be used to cut food into pieces.,AUT,centaur,9
centaur_009,Develop as many design ideas as you can to increase the use of renewable energy sources.,Use solar panels on rooftops to collect energy.,Design,centaur,8
centaur_009,bridge-river-cross,The person crossed the river using the bridge.,Story,centaur,8
centaur_009,Develop as many design ideas as you can to assist people with memory impairments remember important tasks.,Use reminder apps on smart phones or set alarms to go off at certain times.,Design,centaur,15
centaur_009,Develop as many design ideas as you can to reduce traffic congestion in mega cities.,Encourage ride sharing programs to decrease the number of cars on the road.,Design,centaur,13
centaur_009,Develop as many design ideas as you can to help people with mobility impairments navigate stairs.,Install ramps along the side of staircases to allow wheelchairs to easily access the top floor.,Design,centaur,16
centaur_009,mirror-face-reflection,The person looked at themselves in the mirror.,Story,centaur,8
centaur_010,Develop as many design ideas as you can to assist people with memory impairments remember important tasks.,A smart phone app that reminds them at regular intervals.,Design,centaur,10
centaur_010,KNIFE,Use it as a saw.,AUT,centaur,5
centaur_010,You look outside one night and see stars disappearing one by one from the sky. What hypotheses do you have about why that is?,The light pollution from my city is blocking out the view of the sky.,SCTT-Hypothesis,centaur,14
centaur_010,bridge-river-cross,I cross the river through a long bridge.,Story,centaur,8
centaur_010,key-door-lock,I insert the key into the lock on the door so I can go inside my house.,Story,centaur,17
centaur_010,Develop as many design ideas as you can to help people with mobility impairments navigate stairs.,A stair lift that goes up the flight of stairs and allows them to ride up easily.,Design,centaur,17
centaur_010,You travel on a spaceship to a new planet outside of our galaxy. What scientific questions could you ask about this planet?,Does it have its own atmosphere? If not how does the ship provide us oxygen?,SCTT-ResearchQuestion,centaur,15
centaur_010,You are introduced to a robot that can learn and think like humans. What scientific questions could you ask about this?,How long did it take to develop the technology to make the robot think like humans?,SCTT-ResearchQuestion,centaur,16
centaur_010,Develop as many design ideas as you can to reduce traffic congestion in mega cities.,Build more roads to allow cars to move more quickly.,Design,centaur,10
centaur_010,You notice that the water in one lake is warmer than the water in another lake even though they both get the same amount of sunlight. What hypotheses do you have about why that is?,One lake is shallower and therefore absorbs heat faster.,SCTT-Hypothesis,centaur,9
centaur_010,BUCKET,Carry fruit in it.,AUT,centaur,4
centaur_010,pen-paper-story,I write down the story with my pencil and paper.,Story,centaur,10
centaur_010,BRICK,Break it apart and use it as pebbles.,AUT,centaur,8
centaur_010,Develop as many design ideas as you can to increase the use of renewable energy sources.,Build more wind turbines and solar panels.,Design,centaur,7
centaur_010,PENCIL,Play darts with it.,AUT,centaur,4
centaur_010,mirror-face-reflection,,Story,centaur,0
centaur_011,BUCKET,BUCKET,AUT,centaur,1
centaur_011,bridge-river-cross,bridge-river-cross,Story,centaur,1
centaur_011,pen-paper-story,pen-paper-story,Story,centaur,1
centaur_011,You look outside one night and see stars disappearing one by one from the sky. What hypotheses do you have about why that is?,You look outside one night and see stars disappearing one by one from the sky.,SCTT-Hypothesis,centaur,15
centaur_011,You notice that the water in one lake is warmer than the water in another lake even though they both get the same amount of sunlight. What hypotheses do you have about why that is?,You notice that the water in one lake is warmer than the water in another lake even though they both get the same amount of sunlight.,SCTT-Hypothesis,centaur,26
centaur_011,KNIFE,KNIFE,AUT,centaur,1
centaur_011,PENCIL,PENCIL,AUT,centaur,1
centaur_011,BRICK,BRICK,AUT,centaur,1
centaur_011,You travel on a spaceship to a new planet outside of our galaxy. What scientific questions could you ask about this planet?,You travel on a spaceship to a new planet outside of our galaxy.,SCTT-ResearchQuestion,centaur,13
centaur_011,Develop as many design ideas as you can to assist people with memory impairments remember important tasks.,assist people with memory impairments remember important tasks.,Design,centaur,8
centaur_011,Develop as many design ideas as you can to increase the use of renewable energy sources.,increase the use of renewable energy sources.,Design,centaur,7
centaur_011,Develop as many design ideas as you can to reduce traffic congestion in mega cities.,reduce traffic congestion in mega cities.,Design,centaur,6
centaur_011,key-door-lock,key-door-lock,Story,centaur,1
centaur_011,You are introduced to a robot that can learn and think like humans. What scientific questions could you ask about this?,You are introduced to a robot that can learn and think like humans.,SCTT-ResearchQuestion,centaur,13
centaur_011,Develop as many design ideas as you can to help people with mobility impairments navigate stairs.,help people with mobility impairments navigate stairs.,Design,centaur,7
centaur_011,mirror-face-reflection,mirror-face-reflection,Story,centaur,1
centaur_012,You travel on a spaceship to a new planet outside of our galaxy. What scientific questions could you ask about this planet?,Is the atmosphere hospitable to life?,SCTT-ResearchQuestion,centaur,6
centaur_012,PENCIL,A pencil can be used as a rod or tool to poke things.,AUT,centaur,13
centaur_012,Develop as many design ideas as you can to reduce traffic congestion in mega cities.,"Create more public transportation options, such as trains.",Design,centaur,8
centaur_012,You look outside one night and see stars disappearing one by one from the sky. What hypotheses do you have about why that is?,The earth is being pulled into a black hole.,SCTT-Hypothesis,centaur,9
centaur_012,KNIFE,Use it to pick up heavy objects.,AUT,centaur,7
centaur_012,Develop as many design ideas as you can to increase the use of renewable energy sources.,Install solar panels on all houses.,Design,centaur,6
centaur_012,You notice that the water in one lake is warmer than the water in another lake even though they both get the same amount of sunlight. What hypotheses do you have about why that is?,One lake has a source of heat underneath its surface.,SCTT-Hypothesis,centaur,10
centaur_012,BUCKET,"Use it to lift weights, or as a weight.",AUT,centaur,9
centaur_012,pen-paper-story,He wrote his story on paper using a pen.,Story,centaur,9
centaur_012,mirror-face-reflection,"She looked at her reflection in the mirror, looking back at herself.",Story,centaur,12
centaur_012,Develop as many design ideas as you can to help people with mobility impairments navigate stairs.,Put a chairlift beside the staircase.,Design,centaur,6
centaur_012,BRICK,Use bricks to create stepping stones.,AUT,centaur,6
centaur_012,Develop as many design ideas as you can to assist people with memory impairments remember important tasks.,Use a voice assistant device to set reminders.,Design,centaur,8
centaur_012,key-door-lock,They locked their door before going out.,Story,centaur,7
centaur_012,You are introduced to a robot that can learn and think like humans. What scientific questions could you ask about this?,How does it feel? Does it have emotions?,SCTT-ResearchQuestion,centaur,8
centaur_012,bridge-river-cross,We crossed over the river on the wooden bridge.,Story,centaur,9
centaur_013,Develop as many design ideas as you can to increase the use of renewable energy sources.,,Design,centaur,0
centaur_013,You notice that the water in one lake is warmer than the water in another lake even though they both get the same amount of sunlight. What hypotheses do you have about why that is?,,SCTT-Hypothesis,centaur,0
centaur_013,BUCKET,,AUT,centaur,0
centaur_013,Develop as many design ideas as you can to assist people with memory impairments remember important tasks.,,Design,centaur,0
centaur_013,You look outside one night and see stars disappearing one by one from the sky. What hypotheses do you have about why that is?,,SCTT-Hypothesis,centaur,0
centaur_013,bridge-river-cross,,Story,centaur,0
centaur_013,mirror-face-reflection,,Story,centaur,0
centaur_013,PENCIL,,AUT,centaur,0
centaur_013,BRICK,,AUT,centaur,0
centaur_013,You are introduced to a robot that can learn and think like humans. What scientific questions could you ask about this?,,SCTT-ResearchQuestion,centaur,0
centaur_013,Develop as many design ideas as you can to reduce traffic congestion in mega cities.,,Design,centaur,0
centaur_013,You travel on a spaceship to a new planet outside of our galaxy. What scientific questions could you ask about this planet?,,SCTT-ResearchQuestion,centaur,0
centaur_013,pen-paper-story,,Story,centaur,0
centaur_013,Develop as many design ideas as you can to help people with mobility impairments navigate stairs.,,Design,centaur,0
centaur_013,KNIFE,,AUT,centaur,0
centaur_013,key-door-lock,,Story,centaur,0
centaur_014,BUCKET,A bucket could serve as a seat when sitting around a campfire.,AUT,centaur,12
centaur_014,Develop as many design ideas as you can to help people with mobility impairments navigate stairs.,An escalator or elevator system designed for staircases.,Design,centaur,8
centaur_014,key-door-lock,The door was locked so I pulled out my keys and unlocked it.,Story,centaur,13
centaur_014,KNIFE,Knives could be used as letter openers when opening mail.,AUT,centaur,10
centaur_014,Develop as many design ideas as you can to assist people with memory impairments remember important tasks.,Create a mobile app that sends notifications throughout the day to remind them.,Design,centaur,13
centaur_014,You travel on a spaceship to a new planet outside of our galaxy. What scientific questions could you ask about this planet?,How is the gravity similar/different to Earth's? What organisms live there? Does the planet rotate on its axis?,SCTT-ResearchQuestion,centaur,18
centaur_014,PENCIL,A pencil could be used to scratch your back if needed.,AUT,centaur,11
centaur_014,mirror-face-reflection,She looked at herself in the mirror and saw her reflection looking right back at her.,Story,centaur,16
centaur_014,bridge-river-cross,People walk over the bridge across the river to the other side.,Story,centaur,12
centaur_014,BRICK,Bricks could serve as a makeshift stool or chair.,AUT,centaur,9
centaur_014,You notice that the water in one lake is warmer than the water in another lake even though they both get the same amount of sunlight. What hypotheses do you have about why that is?,It could be because the first lake has a darker surface and absorbs more heat.,SCTT-Hypothesis,centaur,15
centaur_014,You look outside one night and see stars disappearing one by one from the sky. What hypotheses do you have about why that is?,Maybe something is blocking the light from reaching us so we can't see the stars anymore.,SCTT-Hypothesis,centaur,16
centaur_014,You are introduced to a robot that can learn and think like humans. What scientific questions could you ask about this?,Is it possible for the robot to be programmed to feel emotions? Are all robots the same or different?,SCTT-ResearchQuestion,centaur,19
centaur_014,pen-paper-story,He wrote his story down on paper with a black inked pen.,Story,centaur,12
centaur_014,Develop as many design ideas as you can to increase the use of renewable energy sources.,There needs to be more investments made into research regarding clean energy.,Design,centaur,12
centaur_014,Develop as many design ideas as you can to reduce traffic congestion in mega cities.,Increase public transportation options and implement fines for driving during peak hours.,Design,centaur,12
centaur_015,PENCIL,SCENARIO: PENCIL,AUT,centaur,2
centaur_015,mirror-face-reflection,SCENARIO: mirror-face-reflection,Story,centaur,2
centaur_015,Develop as many design ideas as you can to reduce traffic congestion in mega cities.,SCENARIO: reduce traffic congestion in mega cities.,Design,centaur,7
centaur_015,You travel on a spaceship to a new planet outside of our galaxy. What scientific questions could you ask about this planet?,SCENARIO: You travel on a spaceship to a new planet outside of our galaxy. What scientific questions could you ask about this planet?,SCTT-ResearchQuestion,centaur,23
centaur_015,You are introduced to a robot that can learn and think like humans. What scientific questions could you ask about this?,SCENARIO: You are introduced to a robot that can learn and think like humans. What scientific questions could you ask about this?,SCTT-ResearchQuestion,centaur,22
centaur_015,key-door-lock,SCENARIO: key-door-lock,Story,centaur,2
centaur_015,BUCKET,SCENARIO: BUCKET,AUT,centaur,2
centaur_015,bridge-river-cross,SCENARIO: bridge-river-cross,Story,centaur,2
centaur_015,You notice that the water in one lake is warmer than the water in another lake even though they both get the same amount of sunlight. What hypotheses do you have about why that is?,SCENARIO: You notice that the water in one lake is warmer than the water in another lake even though they both get the same amount of sunlight. What hypotheses do you have about why that is?,SCTT-Hypothesis,centaur,36
centaur_015,Develop as many design ideas as you can to assist people with memory impairments remember important tasks.,SCENARIO: assist people with memory impairments remember important tasks.,Design,centaur,9
centaur_015,Develop as many design ideas as you can to increase the use of renewable energy sources.,SCENARIO: increase the use of renewable energy sources.,Design,centaur,8
centaur_015,Develop as many design ideas as you can to help people with mobility impairments navigate stairs.,SCENARIO: help people with mobility impairments navigate stairs.,Design,centaur,8
centaur_015,BRICK,SCENARIO: BRICK,AUT,centaur,2
centaur_015,You look outside one night and see stars disappearing one by one from the sky. What hypotheses do you have about why that is?,SCENARIO: You look outside one night and see stars disappearing one by one from the sky. What hypotheses do you have about why that is?,SCTT-Hypothesis,centaur,25
centaur_015,KNIFE,SCENARIO: KNIFE,AUT,centaur,2
centaur_015,pen-paper-story,SCENARIO: pen-paper-story,Story,centaur,2
centaur_016,You travel on a spaceship to a new planet outside of our galaxy. What scientific questions could you ask about this planet?,How did life originate on this planet?,SCTT-ResearchQuestion,centaur,7
centaur_016,You notice that the water in one lake is warmer than the water in another lake even though they both get the same amount of sunlight. What hypotheses do you have about why that is?,The first lake has more fish and algae which absorb heat.,SCTT-Hypothesis,centaur,11
centaur_016,pen-paper-story,As the pen writes on paper it creates a story.,Story,centaur,10
centaur_016,KNIFE,A knife can be used as a screwdriver.,AUT,centaur,8
centaur_016,Develop as many design ideas as you can to help people with mobility impairments navigate stairs.,Build ramps with handles up and down staircases.,Design,centaur,8
centaur_016,bridge-river-cross,People cross bridges over rivers.,Story,centaur,5
centaur_016,Develop as many design ideas as you can to assist people with memory impairments remember important tasks.,Use timers and calendars to remind patients of their daily tasks.,Design,centaur,11
centaur_016,BUCKET,Buckets can hold anything including humans.,AUT,centaur,6
centaur_016,PENCIL,Pencils can be used for cooking stir-fry dishes.,AUT,centaur,8
centaur_016,You look outside one night and see stars disappearing one by one from the sky. What hypotheses do you have about why that is?,An alien race is stealing the stars for their own planet.,SCTT-Hypothesis,centaur,11
centaur_016,You are introduced to a robot that can learn and think like humans. What scientific questions could you ask about this?,What kind of materials were used to build the robot?,SCTT-ResearchQuestion,centaur,10
centaur_016,Develop as many design ideas as you can to increase the use of renewable energy sources.,Make solar powered cars that don't require gas.,Design,centaur,8
centaur_016,Develop as many design ideas as you can to reduce traffic congestion in mega cities.,Use public transportation such as buses and subways to decrease road traffic.,Design,centaur,12
centaur_016,key-door-lock,To unlock doors you need keys.,Story,centaur,6
